Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,Number_of_Vehicles,Number_of_Casualties
283,2023-09-16,2023,September,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Serious Injury,Rain,Wet,Car,50,Female,3.0,5.0
1150,2025-12-12,2025,December,Madhesh,Parsa,Feeder,Curve,Afternoon,Minor Injury,Dusty,Slippery,Car,50,Male,2.0,2.0
438,2024-02-15,2024,February,Lumbini,Rupandehi,Rural,Straight,Morning,Serious Injury,Dusty,Slippery,Motorbike,80,Male,2.0,2.0
1168,2025-12-28,2025,December,Sudurpashchim,Kanchanpur,Urban,Straight,Evening,Minor Injury,Rain,Wet,Bus,50,Male,2.0,25.0
365,2023-11-25,2023,November,Karnali,Jumla,Urban,Straight,Evening,Minor Injury,Clear,Dry,Truck,50,Male,2.0,5.0
230,2023-07-25,2023,July,Koshi,Morang,Rural,Curve,Night,Minor Injury,Rain,Wet,Truck,30,Male,3.0,2.0
38,2023-01-26,2023,January,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Bus,50,Male,1.0,13.0
670,2024-09-21,2024,September,Koshi,Sunsari,Urban,Straight,Afternoon,Fatal,Rain,Wet,Motorbike,80,Male,3.0,2.0
750,2024-11-28,2024,November,Sudurpashchim,Kailali,Rural,Junction,Morning,Minor Injury,Clear,Dry,Motorbike,50,Male,3.0,4.0
1181,2026-01-09,2026,January,Koshi,Jhapa,Highway,Straight,Night,Minor Injury,Clear,Dry,Motorbike,30,Male,2.0,3.0
375,2023-12-06,2023,December,Madhesh,Rautahat,Urban,Straight,Evening,Serious Injury,Clear,Damaged,Bus,50,Male,2.0,6.0
470,2024-03-10,2024,March,Lumbini,Rupandehi,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Motorbike,80,Male,1.0,3.0
883,2025-03-18,2025,March,Lumbini,Rupandehi,Urban,Junction,Night,Damage Only,Clear,Damaged,Motorbike,80,Male,1.0,2.0
1182,2026-01-11,2026,January,Gandaki,Tanahun,Rural,Junction,Night,Serious Injury,Clear,Slippery,Car,80,Male,1.0,5.0
688,2024-10-05,2024,October,Madhesh,Rautahat,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,1.0,3.0
33,2023-01-23,2023,January,Koshi,Sunsari,Rural,Junction,Morning,Minor Injury,Clear,Damaged,Car,50,Male,2.0,3.0
1011,2025-07-26,2025,July,Koshi,Jhapa,Highway,Curve,Night,Serious Injury,Clear,Damaged,Motorbike,30,Male,3.0,2.0
1176,2026-01-07,2026,January,Bagmati,Kathmandu,Urban,Curve,Evening,Minor Injury,Rain,Wet,Microbus,30,Male,2.0,21.0
195,2023-06-23,2023,June,Karnali,Dailekh,Rural,Straight,Afternoon,Serious Injury,Dusty,Slippery,Motorbike,50,Male,2.0,4.0
1106,2025-10-25,2025,October,Karnali,Dailekh,Feeder,Junction,Morning,Serious Injury,Dusty,Slippery,Bus,50,Male,2.0,13.0
1114,2025-11-07,2025,November,Lumbini,Dang,Urban,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male,3.0,1.0
1064,2025-09-14,2025,September,Koshi,Jhapa,Highway,Straight,Morning,Fatal,Clear,Slippery,Jeep,50,Male,1.0,4.0
504,2024-04-05,2024,April,Gandaki,Kaski,Highway,Straight,Night,Serious Injury,Rain,Wet,Motorbike,30,Male,1.0,3.0
916,2025-04-27,2025,April,Karnali,Surkhet,Rural,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Male,2.0,3.0
977,2025-06-27,2025,June,Gandaki,Kaski,Feeder,Straight,Afternoon,Damage Only,Fog,Slippery,Motorbike,30,Female,1.0,1.0
1183,2026-01-11,2026,January,Bagmati,Bhaktapur,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Car,50,Male,3.0,5.0
1088,2025-10-02,2025,October,Madhesh,Parsa,Highway,Straight,Morning,Minor Injury,Fog,Slippery,Bus,80,Male,2.0,25.0
801,2025-01-08,2025,January,Bagmati,Lalitpur,Feeder,Junction,Afternoon,Serious Injury,Rain,Wet,Car,80,Male,3.0,3.0
580,2024-06-28,2024,June,Koshi,Ilam,Urban,Straight,Evening,Minor Injury,Rain,Wet,Bus,30,Male,2.0,8.0
161,2023-05-17,2023,May,Karnali,Dailekh,Feeder,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,30,Male,3.0,2.0
681,2024-10-02,2024,October,Lumbini,Banke,Urban,Junction,Evening,Serious Injury,Clear,Wet,Car,30,Female,3.0,5.0
1198,2026-01-22,2026,January,Sudurpashchim,Kailali,Highway,Straight,Night,Fatal,Fog,Wet,Motorbike,50,Male,3.0,4.0
163,2023-05-18,2023,May,Karnali,Surkhet,Urban,Roundabout,Evening,Minor Injury,Fog,Dry,Car,80,Male,2.0,1.0
822,2025-01-25,2025,January,Karnali,Dailekh,Highway,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Male,3.0,4.0
706,2024-10-23,2024,October,Sudurpashchim,Doti,Highway,Junction,Evening,Fatal,Rain,Wet,Car,30,Female,2.0,1.0
1009,2025-07-26,2025,July,Madhesh,Rautahat,Rural,Straight,Morning,Fatal,Clear,Dry,Motorbike,80,Female,2.0,1.0
878,2025-03-16,2025,March,Sudurpashchim,Achham,Highway,Curve,Morning,Minor Injury,Clear,Damaged,Motorbike,50,Male,3.0,2.0
896,2025-04-06,2025,April,Koshi,Sunsari,Highway,Roundabout,Morning,Minor Injury,Clear,Dry,Motorbike,50,Female,2.0,4.0
914,2025-04-26,2025,April,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Clear,Dry,Bus,30,Male,1.0,14.0
1199,2026-01-23,2026,January,Bagmati,Bhaktapur,Highway,Straight,Night,Serious Injury,Clear,Slippery,Motorbike,80,Male,3.0,4.0
153,2023-05-09,2023,May,Lumbini,Rupandehi,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,2.0,2.0
979,2025-06-28,2025,June,Gandaki,Tanahun,Rural,Straight,Evening,Minor Injury,Clear,Damaged,Scooter,50,Male,2.0,4.0
1003,2025-07-20,2025,July,Koshi,Ilam,Rural,Junction,Afternoon,Serious Injury,Rain,Wet,Motorbike,50,Female,2.0,1.0
510,2024-04-11,2024,April,Koshi,Jhapa,Feeder,Straight,Night,Serious Injury,Clear,Wet,Truck,50,Male,1.0,5.0
112,2023-03-29,2023,March,Gandaki,Kaski,Highway,Junction,Night,Serious Injury,Rain,Wet,Motorbike,30,Male,3.0,1.0
227,2023-07-20,2023,July,Koshi,Morang,Feeder,Curve,Night,Damage Only,Clear,Damaged,Scooter,50,Male,1.0,1.0
986,2025-07-10,2025,July,Gandaki,Lamjung,Highway,Straight,Morning,Serious Injury,Rain,Wet,Car,50,Male,1.0,1.0
852,2025-02-22,2025,February,Koshi,Jhapa,Urban,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,50,Male,3.0,2.0
104,2023-03-24,2023,March,Lumbini,Banke,Feeder,Junction,Evening,Serious Injury,Clear,Dry,Bus,80,Female,2.0,25.0
422,2024-01-30,2024,January,Sudurpashchim,Doti,Urban,Straight,Afternoon,Minor Injury,Clear,Wet,Motorbike,30,Male,2.0,2.0
420,2024-01-29,2024,January,Sudurpashchim,Kanchanpur,Rural,Curve,Afternoon,Damage Only,Fog,Dry,Motorbike,30,Male,2.0,4.0
625,2024-08-06,2024,August,Karnali,Dailekh,Highway,Junction,Afternoon,Serious Injury,Rain,Wet,Truck,30,Female,2.0,4.0
587,2024-07-05,2024,July,Koshi,Ilam,Rural,Straight,Morning,Serious Injury,Fog,Wet,Bus,30,Male,1.0,7.0
1061,2025-09-11,2025,September,Bagmati,Lalitpur,Highway,Junction,Night,Minor Injury,Clear,Dry,Truck,50,Male,3.0,2.0
920,2025-05-03,2025,May,Sudurpashchim,Doti,Highway,Straight,Night,Damage Only,Clear,Slippery,Truck,30,Male,3.0,5.0
673,2024-09-23,2024,September,Madhesh,Parsa,Highway,Junction,Night,Damage Only,Dusty,Slippery,Bus,50,Male,2.0,9.0
120,2023-04-05,2023,April,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Damage Only,Clear,Wet,Scooter,50,Female,3.0,3.0
54,2023-02-07,2023,February,Lumbini,Kapilvastu,Highway,Curve,Evening,Serious Injury,Clear,Damaged,Motorbike,50,Female,2.0,2.0
152,2023-05-08,2023,May,Bagmati,Kathmandu,Rural,Straight,Night,Damage Only,Clear,Slippery,Car,50,Female,1.0,4.0
404,2024-01-04,2024,January,Koshi,Ilam,Rural,Straight,Morning,Fatal,Clear,Dry,Scooter,30,Male,1.0,2.0
1189,2026-01-15,2026,January,Gandaki,Lamjung,Feeder,Straight,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male,1.0,1.0
208,2023-07-02,2023,July,Koshi,Jhapa,Rural,Straight,Morning,Damage Only,Clear,Wet,Bus,50,Male,2.0,25.0
1135,2025-12-01,2025,December,Gandaki,Kaski,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Truck,50,Male,1.0,1.0
659,2024-09-10,2024,September,Gandaki,Gorkha,Highway,Roundabout,Afternoon,Damage Only,Fog,Damaged,Car,80,Male,1.0,5.0
1097,2025-10-12,2025,October,Lumbini,Dang,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Scooter,80,Female,3.0,4.0
233,2023-08-01,2023,August,Gandaki,Lamjung,Urban,Straight,Night,Damage Only,Clear,Slippery,Microbus,80,Male,1.0,23.0
9,2023-01-09,2023,January,Lumbini,Dang,Highway,Roundabout,Afternoon,Minor Injury,Dusty,Slippery,Motorbike,50,Female,1.0,1.0
160,2023-05-16,2023,May,Madhesh,Sarlahi,Rural,Junction,Afternoon,Minor Injury,Clear,Dry,Car,30,Male,3.0,1.0
37,2023-01-25,2023,January,Bagmati,Bhaktapur,Urban,Roundabout,Night,Damage Only,Clear,Damaged,Motorbike,50,Female,2.0,4.0
453,2024-02-26,2024,February,Madhesh,Rautahat,Rural,Straight,Morning,Minor Injury,Fog,Damaged,Car,30,Male,2.0,1.0
652,2024-08-28,2024,August,Bagmati,Chitwan,Urban,Straight,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,2.0,3.0
254,2023-08-27,2023,August,Madhesh,Bara,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male,2.0,2.0
304,2023-10-02,2023,October,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Minor Injury,Clear,Dry,Car,30,Male,2.0,1.0
897,2025-04-07,2025,April,Sudurpashchim,Kailali,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,1.0,4.0
1049,2025-09-02,2025,September,Koshi,Jhapa,Urban,Junction,Night,Fatal,Clear,Damaged,Motorbike,30,Female,1.0,2.0
881,2025-03-17,2025,March,Koshi,Sunsari,Highway,Curve,Night,Minor Injury,Clear,Wet,Scooter,80,Male,1.0,1.0
572,2024-06-18,2024,June,Madhesh,Bara,Highway,Junction,Morning,Serious Injury,Clear,Dry,Car,50,Male,1.0,1.0
624,2024-08-03,2024,August,Lumbini,Dang,Highway,Straight,Night,Serious Injury,Clear,Dry,Car,30,Male,3.0,3.0
1145,2025-12-08,2025,December,Madhesh,Bara,Highway,Curve,Afternoon,Damage Only,Clear,Slippery,Jeep,50,Male,2.0,2.0
1031,2025-08-13,2025,August,Karnali,Dailekh,Highway,Curve,Evening,Minor Injury,Fog,Slippery,Bus,50,Male,1.0,20.0
1146,2025-12-09,2025,December,Madhesh,Bara,Urban,Straight,Evening,Damage Only,Clear,Dry,Jeep,50,Male,2.0,5.0
263,2023-09-02,2023,September,Bagmati,Kathmandu,Rural,Straight,Morning,Fatal,Clear,Wet,Motorbike,80,Female,3.0,4.0
611,2024-07-24,2024,July,Madhesh,Parsa,Highway,Straight,Afternoon,Minor Injury,Rain,Wet,Microbus,30,Male,2.0,10.0
298,2023-09-28,2023,September,Gandaki,Kaski,Feeder,Straight,Morning,Damage Only,Clear,Slippery,Scooter,50,Male,1.0,2.0
990,2025-07-12,2025,July,Bagmati,Kathmandu,Urban,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,30,Male,2.0,3.0
415,2024-01-24,2024,January,Madhesh,Parsa,Highway,Junction,Evening,Minor Injury,Clear,Slippery,Car,30,Female,3.0,5.0
151,2023-05-08,2023,May,Karnali,Jumla,Highway,Junction,Afternoon,Minor Injury,Rain,Wet,Car,50,Male,1.0,3.0
946,2025-05-30,2025,May,Sudurpashchim,Doti,Urban,Straight,Morning,Serious Injury,Rain,Wet,Car,80,Male,1.0,4.0
473,2024-03-13,2024,March,Koshi,Sunsari,Rural,Roundabout,Evening,Serious Injury,Clear,Dry,Motorbike,50,Female,3.0,1.0
953,2025-06-01,2025,June,Lumbini,Banke,Highway,Straight,Morning,Serious Injury,Clear,Slippery,Car,50,Male,3.0,3.0
988,2025-07-10,2025,July,Karnali,Jumla,Highway,Straight,Evening,Damage Only,Clear,Slippery,Truck,30,Male,3.0,4.0
779,2024-12-21,2024,December,Madhesh,Rautahat,Urban,Straight,Morning,Damage Only,Rain,Wet,Car,30,Male,2.0,3.0
641,2024-08-20,2024,August,Lumbini,Banke,Rural,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male,2.0,1.0
1190,2026-01-15,2026,January,Lumbini,Dang,Rural,Straight,Night,Damage Only,Dusty,Slippery,Bus,30,Male,2.0,19.0
1143,2025-12-07,2025,December,Karnali,Jumla,Highway,Junction,Night,Fatal,Clear,Damaged,Car,50,Female,1.0,5.0
551,2024-05-25,2024,May,Bagmati,Kathmandu,Rural,Roundabout,Morning,Damage Only,Rain,Wet,Truck,30,Male,3.0,1.0
640,2024-08-19,2024,August,Sudurpashchim,Kailali,Rural,Curve,Afternoon,Minor Injury,Clear,Wet,Car,50,Male,2.0,2.0
936,2025-05-18,2025,May,Karnali,Dailekh,Urban,Junction,Night,Damage Only,Clear,Wet,Truck,50,Male,3.0,5.0
929,2025-05-12,2025,May,Koshi,Morang,Urban,Junction,Evening,Damage Only,Clear,Dry,Motorbike,30,Female,3.0,1.0
489,2024-03-24,2024,March,Koshi,Jhapa,Highway,Roundabout,Afternoon,Serious Injury,Dusty,Dry,Bus,80,Male,2.0,16.0
820,2025-01-24,2025,January,Gandaki,Kaski,Rural,Curve,Morning,Minor Injury,Fog,Slippery,Car,30,Male,3.0,5.0
711,2024-10-28,2024,October,Karnali,Jumla,Urban,Straight,Evening,Minor Injury,Rain,Wet,Scooter,50,Male,1.0,2.0
1081,2025-09-25,2025,September,Karnali,Surkhet,Urban,Straight,Night,Damage Only,Clear,Damaged,Bus,50,Male,2.0,10.0
148,2023-05-06,2023,May,Gandaki,Tanahun,Urban,Straight,Night,Minor Injury,Clear,Wet,Motorbike,80,Male,3.0,4.0
147,2023-05-05,2023,May,Bagmati,Chitwan,Rural,Curve,Morning,Damage Only,Rain,Wet,Car,50,Male,1.0,4.0
1175,2026-01-07,2026,January,Madhesh,Rautahat,Urban,Junction,Afternoon,Minor Injury,Clear,Slippery,Bus,80,Female,2.0,24.0
963,2025-06-10,2025,June,Lumbini,Kapilvastu,Rural,Junction,Evening,Minor Injury,Clear,Damaged,Motorbike,30,Female,3.0,3.0
346,2023-11-08,2023,November,Lumbini,Kapilvastu,Rural,Straight,Night,Damage Only,Dusty,Damaged,Microbus,30,Male,1.0,11.0
403,2024-01-02,2024,January,Bagmati,Kathmandu,Highway,Straight,Evening,Serious Injury,Clear,Dry,Car,80,Male,1.0,3.0
932,2025-05-16,2025,May,Madhesh,Bara,Rural,Straight,Evening,Serious Injury,Clear,Wet,Motorbike,80,Male,3.0,1.0
955,2025-06-03,2025,June,Gandaki,Gorkha,Feeder,Straight,Evening,Serious Injury,Clear,Wet,Scooter,80,Male,3.0,3.0
1125,2025-11-23,2025,November,Karnali,Dailekh,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Truck,30,Male,1.0,5.0
660,2024-09-11,2024,September,Karnali,Dailekh,Rural,Junction,Afternoon,Minor Injury,Clear,Slippery,Motorbike,30,Male,3.0,2.0
464,2024-03-04,2024,March,Karnali,Surkhet,Rural,Curve,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,1.0,2.0
187,2023-06-13,2023,June,Bagmati,Kathmandu,Feeder,Junction,Evening,Damage Only,Clear,Wet,Motorbike,50,Female,1.0,4.0
609,2024-07-24,2024,July,Sudurpashchim,Kailali,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,80,Male,3.0,1.0
144,2023-05-01,2023,May,Lumbini,Banke,Highway,Junction,Afternoon,Minor Injury,Fog,Slippery,Motorbike,30,Male,2.0,2.0
752,2024-11-30,2024,November,Gandaki,Tanahun,Highway,Straight,Night,Minor Injury,Clear,Wet,Car,50,Male,1.0,1.0
982,2025-07-02,2025,July,Madhesh,Sarlahi,Urban,Straight,Morning,Serious Injury,Rain,Wet,Truck,50,Male,3.0,1.0
198,2023-06-24,2023,June,Madhesh,Parsa,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Car,30,Male,1.0,5.0
884,2025-03-20,2025,March,Koshi,Ilam,Highway,Curve,Afternoon,Serious Injury,Clear,Slippery,Motorbike,50,Female,3.0,2.0
280,2023-09-10,2023,September,Lumbini,Kapilvastu,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Female,1.0,2.0
294,2023-09-21,2023,September,Karnali,Kalikot,Feeder,Straight,Night,Minor Injury,Clear,Wet,Car,50,Female,1.0,5.0
1089,2025-10-02,2025,October,Gandaki,Kaski,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,50,Male,2.0,3.0
401,2024-01-01,2024,January,Madhesh,Rautahat,Urban,Junction,Evening,Damage Only,Clear,Slippery,Bus,30,Male,2.0,11.0
123,2023-04-11,2023,April,Lumbini,Kapilvastu,Rural,Curve,Evening,Minor Injury,Clear,Wet,Motorbike,80,Male,3.0,2.0
203,2023-06-27,2023,June,Bagmati,Chitwan,Urban,Curve,Morning,Minor Injury,Rain,Wet,Scooter,30,Male,3.0,4.0
836,2025-02-06,2025,February,Gandaki,Kaski,Rural,Curve,Afternoon,Serious Injury,Fog,Wet,Car,80,Male,1.0,2.0
247,2023-08-22,2023,August,Gandaki,Gorkha,Feeder,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,30,Female,2.0,1.0
1140,2025-12-05,2025,December,Lumbini,Kapilvastu,Highway,Curve,Evening,Serious Injury,Fog,Damaged,Motorbike,80,Male,1.0,1.0
385,2023-12-14,2023,December,Bagmati,Lalitpur,Highway,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male,1.0,2.0
855,2025-02-23,2025,February,Madhesh,Parsa,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Jeep,30,Male,2.0,1.0
220,2023-07-09,2023,July,Bagmati,Kathmandu,Urban,Straight,Afternoon,Minor Injury,Clear,Dry,Bus,80,Male,2.0,11.0
642,2024-08-21,2024,August,Karnali,Dailekh,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Scooter,30,Female,3.0,3.0
2,2023-01-03,2023,January,Madhesh,Sarlahi,Highway,Junction,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Male,2.0,1.0
113,2023-03-31,2023,March,Gandaki,Lamjung,Rural,Straight,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male,2.0,3.0
699,2024-10-12,2024,October,Bagmati,Lalitpur,Feeder,Roundabout,Morning,Damage Only,Rain,Wet,Jeep,30,Male,2.0,3.0
952,2025-06-01,2025,June,Bagmati,Lalitpur,Rural,Straight,Night,Damage Only,Fog,Damaged,Car,80,Male,2.0,2.0
1079,2025-09-25,2025,September,Sudurpashchim,Achham,Rural,Junction,Afternoon,Damage Only,Clear,Dry,Car,30,Male,3.0,3.0
442,2024-02-18,2024,February,Gandaki,Kaski,Highway,Junction,Night,Minor Injury,Clear,Dry,Bus,50,Male,2.0,25.0
664,2024-09-14,2024,September,Karnali,Jumla,Highway,Junction,Morning,Serious Injury,Fog,Dry,Motorbike,80,Male,1.0,2.0
1197,2026-01-19,2026,January,Gandaki,Tanahun,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Scooter,50,Male,2.0,3.0
318,2023-10-13,2023,October,Bagmati,Chitwan,Highway,Curve,Night,Minor Injury,Fog,Dry,Microbus,30,Male,1.0,8.0
649,2024-08-27,2024,August,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Serious Injury,Rain,Wet,Bus,50,Male,2.0,15.0
710,2024-10-26,2024,October,Sudurpashchim,Achham,Urban,Curve,Afternoon,Damage Only,Clear,Dry,Motorbike,80,Male,1.0,2.0
973,2025-06-23,2025,June,Lumbini,Kapilvastu,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,30,Male,3.0,1.0
628,2024-08-10,2024,August,Koshi,Morang,Urban,Junction,Afternoon,Damage Only,Fog,Damaged,Car,80,Male,1.0,4.0
633,2024-08-14,2024,August,Madhesh,Rautahat,Rural,Junction,Night,Serious Injury,Rain,Wet,Bus,30,Male,1.0,23.0
1172,2026-01-03,2026,January,Lumbini,Dang,Highway,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,3.0,1.0
1107,2025-10-25,2025,October,Bagmati,Chitwan,Rural,Curve,Night,Damage Only,Clear,Damaged,Motorbike,30,Male,2.0,4.0
796,2025-01-07,2025,January,Gandaki,Gorkha,Feeder,Straight,Morning,Fatal,Clear,Slippery,Motorbike,30,Male,1.0,1.0
646,2024-08-24,2024,August,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Dusty,Dry,Truck,50,Male,1.0,3.0
1013,2025-07-26,2025,July,Madhesh,Parsa,Rural,Junction,Morning,Minor Injury,Dusty,Dry,Motorbike,50,Male,1.0,3.0
557,2024-05-30,2024,May,Koshi,Jhapa,Feeder,Junction,Evening,Damage Only,Clear,Slippery,Jeep,50,Male,3.0,2.0
682,2024-10-02,2024,October,Sudurpashchim,Kailali,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Motorbike,50,Female,1.0,4.0
578,2024-06-27,2024,June,Sudurpashchim,Kailali,Rural,Curve,Night,Minor Injury,Clear,Damaged,Bus,30,Male,2.0,15.0
525,2024-04-29,2024,April,Koshi,Jhapa,Urban,Junction,Morning,Serious Injury,Clear,Damaged,Car,30,Male,2.0,2.0
1060,2025-09-11,2025,September,Karnali,Jumla,Rural,Straight,Afternoon,Fatal,Clear,Slippery,Truck,30,Male,1.0,2.0
541,2024-05-16,2024,May,Koshi,Morang,Rural,Junction,Night,Damage Only,Clear,Damaged,Car,30,Male,3.0,4.0
749,2024-11-28,2024,November,Sudurpashchim,Kanchanpur,Highway,Curve,Afternoon,Damage Only,Clear,Damaged,Motorbike,80,Male,2.0,4.0
1110,2025-11-01,2025,November,Karnali,Kalikot,Urban,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,30,Male,1.0,4.0
485,2024-03-22,2024,March,Madhesh,Parsa,Highway,Roundabout,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male,1.0,1.0
96,2023-03-15,2023,March,Gandaki,Gorkha,Highway,Straight,Night,Minor Injury,Fog,Wet,Motorbike,80,Male,3.0,1.0
1021,2025-08-02,2025,August,Karnali,Surkhet,Highway,Straight,Morning,Minor Injury,Clear,Wet,Bus,50,Male,2.0,14.0
564,2024-06-12,2024,June,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Dusty,Wet,Jeep,50,Male,3.0,4.0
743,2024-11-21,2024,November,Madhesh,Sarlahi,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Microbus,50,Female,2.0,8.0
864,2025-03-07,2025,March,Bagmati,Chitwan,Rural,Curve,Night,Fatal,Dusty,Dry,Jeep,50,Male,2.0,4.0
892,2025-04-03,2025,April,Bagmati,Kathmandu,Feeder,Junction,Morning,Minor Injury,Rain,Wet,Truck,80,Male,1.0,4.0
1039,2025-08-22,2025,August,Lumbini,Kapilvastu,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Car,30,Female,1.0,5.0
207,2023-07-01,2023,July,Bagmati,Bhaktapur,Urban,Straight,Evening,Damage Only,Clear,Wet,Motorbike,30,Male,3.0,4.0
393,2023-12-23,2023,December,Bagmati,Kathmandu,Highway,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,50,Male,3.0,4.0
795,2025-01-06,2025,January,Karnali,Dailekh,Highway,Straight,Afternoon,Minor Injury,Fog,Slippery,Motorbike,50,Female,1.0,3.0
871,2025-03-10,2025,March,Bagmati,Kathmandu,Rural,Straight,Evening,Serious Injury,Rain,Wet,Motorbike,50,Male,2.0,3.0
398,2023-12-28,2023,December,Sudurpashchim,Achham,Highway,Straight,Afternoon,Damage Only,Clear,Damaged,Car,80,Male,2.0,5.0
767,2024-12-10,2024,December,Gandaki,Lamjung,Rural,Straight,Night,Minor Injury,Clear,Dry,Motorbike,50,Male,1.0,4.0
1100,2025-10-15,2025,October,Bagmati,Bhaktapur,Rural,Junction,Night,Minor Injury,Fog,Wet,Microbus,80,Male,1.0,19.0
1029,2025-08-10,2025,August,Koshi,Morang,Highway,Straight,Night,Serious Injury,Clear,Dry,Motorbike,50,Male,3.0,2.0
643,2024-08-22,2024,August,Sudurpashchim,Kanchanpur,Urban,Straight,Evening,Serious Injury,Dusty,Damaged,Car,30,Male,3.0,2.0
613,2024-07-25,2024,July,Madhesh,Rautahat,Urban,Curve,Afternoon,Serious Injury,Clear,Damaged,Scooter,80,Male,1.0,4.0
961,2025-06-07,2025,June,Karnali,Surkhet,Highway,Curve,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male,1.0,3.0
726,2024-11-08,2024,November,Koshi,Sunsari,Rural,Straight,Night,Damage Only,Fog,Wet,Motorbike,30,Male,2.0,1.0
684,2024-10-03,2024,October,Sudurpashchim,Kanchanpur,Urban,Curve,Afternoon,Minor Injury,Clear,Wet,Motorbike,80,Female,1.0,4.0
99,2023-03-21,2023,March,Sudurpashchim,Kailali,Highway,Junction,Night,Minor Injury,Dusty,Damaged,Car,30,Male,1.0,3.0
805,2025-01-10,2025,January,Madhesh,Rautahat,Rural,Curve,Afternoon,Serious Injury,Clear,Wet,Truck,30,Female,2.0,2.0
407,2024-01-07,2024,January,Madhesh,Bara,Highway,Straight,Morning,Fatal,Clear,Wet,Jeep,80,Male,2.0,2.0
503,2024-04-04,2024,April,Lumbini,Kapilvastu,Urban,Straight,Night,Minor Injury,Rain,Wet,Bus,50,Male,1.0,22.0
1072,2025-09-19,2025,September,Sudurpashchim,Doti,Rural,Junction,Morning,Serious Injury,Clear,Dry,Motorbike,50,Male,2.0,3.0
1057,2025-09-09,2025,September,Bagmati,Bhaktapur,Highway,Junction,Afternoon,Serious Injury,Clear,Wet,Truck,30,Male,1.0,3.0
930,2025-05-13,2025,May,Sudurpashchim,Achham,Rural,Straight,Evening,Damage Only,Fog,Dry,Motorbike,50,Male,2.0,2.0
780,2024-12-21,2024,December,Bagmati,Bhaktapur,Highway,Roundabout,Afternoon,Damage Only,Fog,Dry,Truck,50,Male,1.0,5.0
201,2023-06-26,2023,June,Lumbini,Kapilvastu,Highway,Curve,Morning,Fatal,Rain,Wet,Motorbike,30,Male,3.0,4.0
135,2023-04-25,2023,April,Lumbini,Rupandehi,Highway,Straight,Morning,Minor Injury,Clear,Dry,Bus,30,Male,2.0,9.0
1052,2025-09-05,2025,September,Karnali,Kalikot,Feeder,Straight,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,3.0,3.0
